0,1,2,3,4,5,6,7,8
BCORL1,NSMCE1-DT,CACNA1C,RGS16,MUC20-OT1,KPNA2,PARP8,ATXN7L1,CYBRD1
AC087651.1,ZNF3,PTH1R,RTTN,AP3B1,AC243562.2,IL17RB,PSTPIP2,MADCAM1
FTCDNL1,UAP1,PRICKLE2,FRMD6,TCEANC,TBC1D2B,CYTH3,GOLGA8B,SLC25A25-AS1
LRMP,SETDB1,MXD4,SLMAP,RTCA-AS1,AL132780.1,ARMH1,KIAA0232,FAM66D
LINC02577,MMP16,CHSY3,SGSM2,HS3ST3B1,MMP7,IFT81,MMUT,CRISPLD2
MCTP2,VPS13D,AL365295.1,AHSA2P,CDK15,CSRP1,FAM186A,MORN3,NKAIN3
AC243562.2,HDC,WT1,PIGG,ZNF284,SLF1,AL356599.1,ATXN1,MISP
FAM178B,COL28A1,MCC,ATXN7L1,MORC2,NFASC,ACACB,RFLNA,MAP3K9
AP1S2,RTKN2,AC002074.1,HOXB-AS1,UBAP1L,LYZ,SOX6,SMPDL3A,SHISA6
ELL2,ADAMTSL5,IFT81,CPD,HACL1,OSGEPL1-AS1,MXRA7,YKT6,CHRNA7
NKAIN3,CKMT1A,LINC00844,TUBGCP6,FURIN,AC105749.1,UBAP1L,ZNF846,GSN
FEM1C,ENAH,EGLN3,SLC15A4,CCDC157,LINC01422,UPF2,SLF1,FGF12
YKT6,PDE1A,SMCO4,UGT2A3,SPOCD1,FYTTD1,SHISA9,BRPF1,FZD3
ADCK1,MHENCR,SGPL1,EHMT1,AL356599.1,ITGA9,CCNH,AP000442.1,COL9A1
C20orf194,THEMIS,PPP1R9A,EDNRB,TRA2A,METTL16,ATF7IP,LIPT2,AC103702.2
FANCC,NFASC,LINC02595,GABBR1,AP000442.1,SWSAP1,HACL1,FENDRR,NUP210
POU2F3,NBEAL2,ABCA3,SERP2,SDK2,ANKRD36,TRMT9B,RTCA-AS1,POT1-AS1
STK33,ASTN2,VAT1L,MUC20-OT1,AC104389.4,SV2B,BTNL9,ZNF888,RELN
ST3GAL6-AS1,PRKCA,ARHGAP28,RDH8,ALG14,F3,RUFY2,KCNK5,CDX2
PPP3CA,SMTN,CMIP,ANKRA2,NSUN6,METTL4,CNKSR2,LDB3,CD300LG
IL1R1,SPATA2L,OSMR-AS1,AMY2B,EPG5,AC073475.1,AL355355.1,LINC00899,AL031432.4
FAM126A,AP3M2,NOS2,AL355073.1,SS18L1,AC132872.5,MCM7,MPST,KIAA1109
SHANK2,ATE1,LAMP3,PARVA,ASB1,LRRC74B,KLHL31,MS4A2,YKT6
AF127936.2,ITGA1,KIAA0232,DENND5A,PPFIA3,AEBP2,ACOXL,WDR91,TAC3
AC104170.1,NPTX2,GALNT17,C3orf62,ZNF346,AL356534.1,EHMT1,PDE12,AC012123.1
KIRREL3,CBLB,RNF223,SUPT7L,ZNF699,AC098934.2,LZTS1,SELENOP,MGLL
SUSD1,TNIP3,DENND5A,HEXIM1,SLC26A4-AS1,ANKRD36B,CCNB1,AC006059.2,PANK3
SAA1,MEIS1,MMP16,LPL,NCK2,AC138409.2,EFHC2,FOXA1,HEG1
CAMKK1,CDH19,BMPER,HELQ,ING5,CTSB,AC092666.1,LINC02328,PCDH19
CCDC144CP,MAP3K14,CDH19,SPDEF,HS3ST2,KRT24,ASB1,MGAT4C,LRMP
NEK11,MS4A12,CDH2,SEC31B,ZNF169,STMN2,BMPER,SOD2,COL3A1
PCDH9,TMOD2,MSR1,XIST,TTC33,HIF3A,AL031432.4,AC132872.5,AC132872.5
SV2B,PLA2G4C,ABR,LINC01991,AP3M2,ST3GAL6-AS1,CDK14,STAG3L2,NAALADL2
ARHGEF40,DOCK6,SLC25A25-AS1,SYNPO2,ITGA10,AL683813.1,JADE1,JADE1,GUCY1A2
MCM7,SDS,ARL4A,VWA5A,FAM135A,UBXN7,ITGA10,LINC01572,ZIK1
NBEA,LINC00598,LTBP3,MIR222HG,IRAK4,MEGF6,PIK3R1,KCTD1,BMPER
FAM189A2,WT1,IL2RA,ZNF699,ZNF823,CUL9,AL022068.1,AAK1,ALDOB
USP45,MUC12,WHRN,WDR91,WHRN,WHRN,AL357060.1,GSKIP,CCDC150
AC007569.1,CLIC5,STYK1,ANKRD28,NRF1,LAMB1,CXXC4,DBT,FLRT2
ZNF385C,INSR,PPP2R3A,ITGA10,AL354718.3,ITGB3BP,GREM1,SLC30A9,BTBD11
TDP2,ANKS1B,SHISA6,ABCA3,TNFAIP1,GLMN,AC139887.2,BCO2,AL356534.1
TFAP2C,NLRC3,CASS4,PRKG1,PSTPIP2,KCTD12,ANKRD28,DLEU1,TBX6
AC006059.2,TRIM35,RAB11FIP3,ABHD18,BRPF1,TPT1-AS1,DAPK2,AUTS2,DEFA6
GUCY1A2,OTUD5,MMRN1,MS4A2,ZFP14,UBA6,ZNF721,ADCK5,FAM160B2
PANK3,STK10,COL9A1,NCK2,SPATA2L,NRIP3,ERN1,AP000873.2,FTCDNL1
FGF12,AC006059.2,NEURL1,PPM1F,ZIK1,LINC02660,TRG-AS1,AC138409.2,KIF19
GBA3,HERC1,FOXA1,PRDM5,ZNF678,MAP3K14,SH2B1,CDH2,CDH2
SPOCD1,MED23,ODF2L,PZP,FBF1,PALLD,ALOX12B,EDNRA,ARHGEF38
FOXD2,LINC01638,CLEC4O,SEMA3A,U2AF1,KIT,CYTIP,MHENCR,TECPR2
LIPT2,NPRL3,ABCC9,ERAP1,FAM214B,AASS,AC084879.1,MSR1,AC004585.1
MGAT4C,CCDC88B,RELN,U2AF1,ERICH1,MGAT4C,CNTNAP3B,RDH8,C3orf62
TTL,EVI5,CD300LG,SMG1,NRXN3,FTCDNL1,TST,WFDC1,GRK4
RASGEF1B,LNPEP,GPR39,GBA3,ZNF862,TMEM67,AC087651.1,LINC00324,C12orf75
CRPPA,F3,PLA2R1,SERPINE2,TBX6,MNAT1,CMC1,ZNF678,GOLGA8B
CLIC5,MTMR4,PCDH19,TFCP2L1,KAT2B,PHLDB3,AC002070.1,ATF7IP,GARNL3
SDK2,TAFA5,CHL1,EDNRA,CDH2,TRPM3,PPFIA3,RORA,CERCAM
LINC00173,STPG1,NAALADL2,UTS2B,EHMT1,ABCA9,DUSP16,DMD,CD40LG
CMIP,NIBAN3,ARL14,AC107204.1,SAP30L-AS1,ZNF528-AS1,LINC00598,ZNF440,PLAAT3
NCAM2,PLXDC1,FEM1C,C19orf25,USF1,AP000769.1,TMEM17,KREMEN1,SLC1A2
HS3ST2,LINC00324,KIT,KLHL15,TTC39B,AC104806.2,METAP1D,ALDH1A1,UTS2B
FLT4,ACKR3,GUCY1A2,CNKSR2,ANKS1B,ZNF678,POU2F3,XYLT1,MAGI2
OSMR-AS1,RFTN2,CABLES1,GIGYF1,MED23,EPB41,PRDM1,CYB561D1,AL157935.1
TTC26,ATF7IP,RNF150,AP002852.1,PAIP2B,AC107029.2,HAS1,LINC00261,LINC01697
MAGI2,ARHGEF40,ALDOB,PRND,SAMHD1,PTH1R,SORCS1,MYOM1,PCSK2
VSTM5,AC010624.5,LZTS1,AC245297.3,XRRA1,AC007569.1,AC243562.2,PLA2R1,Z84485.1
MUSK,PIGR,ABCB9,CSAD,CPSF1,GRIN2C,FBXO36,AC243562.2,SHANK2
MIR194-2HG,CBR4,BTBD11,NAMPTP1,ABHD18,AC005618.4,SP4,AC078785.1,EGFL6
TRIM9,CAB39L,LINC01638,RASGEF1B,TET2,SEMA3A,HOXB-AS1,MAOB,SHC4
FSIP1,GLIDR,MMP9,PPP1R12B,PCNX2,ZNF346,AC098934.2,CDK14,AC130456.2
MTA1,PDZD2,TCF7,ABR,VPS53,HS3ST2,BMP5,DMPK,ZDHHC18
DLG2,DARS-AS1,EDN3,MED23,LINC02453,CDK15,SH2D6,CUL9,MAL2
COL5A3,SERTAD1,KIF19,HEATR5B,C3orf62,C3orf62,GDA,DLG2,KCTD12
BNIP5,AQP8,ANKRD28,AC002070.1,AC138409.2,GRB14,AC002074.1,SUSD1,AGR3
GRB14,AC103702.2,AC002070.1,AC093752.1,AC034114.2,AL356599.1,AL049646.1,ANKRD36,COLEC11
PPP1R9A,USP7,DAPK2,C1QTNF2,FAM186A,LNPEP,BMS1P10,PAIP2B,CLEC9A
MXRA7,ANK2,TSPAN11,CASQ2,AC139887.2,MSL2,ABCA2,C1QTNF1-AS1,AC084026.2
VAT1L,DNASE1L3,AC008549.2,IGFBP4,KIRREL3,MASP1,TSC22D1,CTC1,MRAP2
CYCS,PAWR,CAMKK1,TSPAN5,ZNF385C,AC139887.2,HS3ST3B1,MPHOSPH9,CA2
SHC4,NRG1,A2MP1,PDCD6IP,ANKRD36C,SLC23A2,MIGA2,CADM1,DKK3
ENPP3,PLOD2,MATK,FAM13C,MFSD4B,SASH1,MSH2,AC107029.2,LNPEP
SH2D6,TNPO2,USP53,SPINK4,USP7,RRAGB,OTOP2,HMCES,ST6GALNAC1
AURKB,MSRB3,C20orf194,LINC02660,MAGI1,PARP16,FLRT2,AC012123.1,AC007569.1
PLA2G4C,IQSEC1,VPS54,NRDE2,AC092653.2,MTURN,NKAIN3,SLC1A1,XKR4
SLC18A2,CYTH3,CTNNAL1,NRIP3,TRIM35,XRRA1,AC005041.5,DUSP16,BMS1P1
CCDC170,BCOR,MAGI2,AC008592.3,FOXJ3,SKIL,AC245297.3,SLC39A6,IL21
ALAS1,HEXD,LINC01697,TCEANC,MX2,WWC3,HMGCS1,LINC01521,IRS3P
SYT13,TMEM178A,PCSK2,LAMA4,ERVK13-1,FGF12,AL034427.1,CCL22,TFAP2A
MPP3,PLEKHA5,SLK,NSUN6,VSTM5,SMTN,SLF1,ANKRD33B,TRIO
MS4A2,RABGAP1,HDC,ATXN2,CDK9,TTLL7,PRND,KCTD21-AS1,KCTD21-AS1
LTBP3,C12orf43,LDB3,HDC,PRKCE,PRIMA1,STAG3L2,MIR29B2CHG,FHOD3
SLC22A5,DENND11,TGFBR2,TFAP2C,MCTP2,AL034427.1,ZFP14,GALNT16,PTDSS2
TYMS,GFI1,SHC4,SLC39A6,UBA6,MRPS21,AL603756.1,SLC26A4-AS1,LIMA1
NCAM1,ZNF521,KRT24,INSR,SF3B1,GPC3,CACNB3,MAP3K14,AC009126.1
AURKA,AEBP2,AC130456.2,DISC1,CABLES1,CEP135,PRELID2,AL355075.4,AL162151.1
MADCAM1,NCOA6,MEGF6,ANKRD20A5P,KDM3A,AK8,METTL4,SORBS1,SELENOP
RADIL,NPY1R,ABCA5,PTGFRN,AC008755.1,SHISA6,ANKRA2,LINC02156,ZNF81
RABGAP1,DLG2,GBP1,AC008755.1,EFHC2,HIPK1-AS1,CHRNA7,DYNC1I1,AC009554.1
SGCB,IGFBP2,ASTN2,MMP14,AK5,DES,TNPO2,AC009126.1,JPH2
SGPL1,EDN1,COLEC11,ADAL,NDUFA6-DT,SLC1A2,C16orf58,MAP3K7CL,PRUNE2
CACNA1C,STMN2,BNIP5,AXL,KLHL31,EPS15,CASP8,TCEANC,MS4A6A
EXD3,ZNF487,LINC01558,SPINK5,ITGA3,PSTPIP2,SLC26A2,TTC39B,MASP1
TAC3,C1orf198,CLCA1,MAP3K14,AL133245.1,ATP1A2,COCH,PLAGL1,RADIL
ABCA3,CENPU,XKR4,MUC12,DENND4A,MHENCR,SYNE1,CMC1,AC105749.1
KIF19,COL21A1,ACACB,PCDH19,ADGRF5,XKR4,LRRC74B,EPHA1-AS1,ST3GAL6-AS1
AC129492.1,TTC33,CCL26,CTC1,AC022966.1,ZNF284,NINL,PLB1,APOBEC3A
MS4A8,FAM126A,IL21,F3,STAG3L3,CD300LG,ZNF680,BUB1B,RIPOR2
SLC35F1,ELP4,CAMSAP2,AGO3,WDFY2,ADAM23,SPIB,GUCY1A2,CCDC170
PPM1F,ATXN2,PLB1,STC1,NMU,ZIK1,LPAR1,AC096733.2,PLA2R1
CFDP1,TOM1L1,NEXN,TC2N,GRIN2C,LINC01088,ADGRB3,HIPK1-AS1,LEF1-AS1
ZNF536,MXRA7,CDC14A,ZSWIM8,AC002070.1,AP000873.2,ACVRL1,ALDH1A3,PCDH9
PTDSS2,CCDC14,KIF21A,LIMA1,AC006059.2,NPRL3,GBA3,ABCC9,MPP3
ADGRB3,IL1R2,SLC12A8,MSRB3,PRELID2,OSBPL6,TTYH1,AL356599.1,NAALAD2
SLC25A37,ZNF518A,CBLB,OLFM4,LIPG,DMD,LRMP,NFASC,MGST1
AK8,PCP4,TMEM181,GREM1,AC098934.2,MIP,LINC02660,IL32,TPTE2P5
AL139383.1,TPT1-AS1,LINC00520,AC012123.1,AC084879.1,IL18R1,STAG3L3,ACSS1,KLHL15
MICAL3,B3GNT7,IL12RB2,NFATC3,XAF1,TUBGCP3,AC093827.1,SLC51B,KLF4
NTN1,NFKBID,SERPINE1,TRIM71,SLC12A2,PIM1,AQP7,MARVELD2,LZTS1
WDR31,SOX7,COL28A1,GRASP,AP000253.1,SLC26A11,ARHGAP15,RAD52,MX1
HOOK1,ZNF721,USHBP1,FLT4,TRIM66,SLC35F1,EDNRA,PTPN4,BMX
PTH1R,SFTA1P,AL138778.1,ENPP2,CUL2,ZBTB37,MGAT4C,NUAK2,CDH5
EHBP1,STAB1,MASP1,AC002377.1,RTTN,ZNF536,ZFP82,NOS2,AL138778.1
CXXC4,ANKRD33B,RADIL,LINC02256,AC124016.1,ADGRB3,ABCB9,NSMCE1-DT,DBT
CHSY3,AC129492.1,PIM1,CDK15,ADCK5,CADM2,FBXL18,UTS2B,MS4A8
CENPU,PDCD6IP,ST3GAL6-AS1,CATSPERB,SUSD1,GLIDR,IL18R1,PCNA,AC007906.2
RFX2,TRIB2,APOBEC3A,ABCA9,ASB7,OVCH1-AS1,RIPOR3,HMGCS1,ESM1
AC130456.2,TMEM181,CCL18,CHM,LINC01145,DKK2,AC104806.2,CPEB3,RBFOX3
TGFBR2,PRRC2B,SAA1,DMXL2,RRP1,HACL1,CAVIN2,AL133245.1,LINC01145
ABCC13,AP000442.1,CCDC170,IL32,DOCK5,ADAMTSL5,ANO1,ABCA5,ZGRF1
AC002074.1,IGFL2-AS1,PTGFR,NBEA,FTCDNL1,HHAT,PHLDA1,CLDN23,C15orf48
MCC,MAN1A1,LEF1-AS1,PHLDB2,RELN,ZNF583,ADAMTS17,AQP8,OTOP2
CCL17,MAPK8,UGT2B17,AL354718.3,APBA2,IL4R,AC107029.2,MCM7,SLC2A4
CKS2,ELF3,MPP3,ACACB,ST3GAL6-AS1,AC009554.1,ZNF521,FAM13A,PAIP2B
ARHGAP28,FOSL2,EXD3,LTB4R,TUBGCP6,CHSY3,GRIN2C,ARHGEF38,BANK1
TMOD2,LINC00662,RTKN2,PRUNE2,PRDM15,ESR1,TTC26,COL9A3,BMP5
LINC01697,ZNF566,KCNN3,GKAP1,MSH2,C12orf77,LINC01619,EGFLAM,H2BC15
CABLES1,GIGYF1,PCSK7,CCDC144CP,LINC01320,PRICKLE2,AC007906.2,SERPINE2,NLGN4X
STS,SLC25A45,CUL9,CLCA1,CYP2R1,DPY19L2,CEMIP2,SLC16A13,PKD1
CDH2,PIK3CD,BMX,HSPB8,AC008592.3,GRK4,TAC3,FZD3,LINC01991
PRDM5,KRT24,AC105942.1,ITPR1,CEP295,B3GNTL1,CDH19,SP4,CADM2
CPNE3,CD1E,ATP8B2,GREB1L,STPG1,TMEM178A,FAM98C,OFD1,AL683813.1
CCNB2,ZNF224,MS4A8,LGMN,EHHADH,AC002074.1,TOM1L1,AC105749.1,TRPV1
GALNT17,GTSCR1,SGIP1,MUC4,RAD18,OASL,C19orf25,KIF5C,LDB3
RNF223,IRAK1,ASAP3,ZEB2,CUL4A,LINC00324,LMOD3,CSRNP3,LINC02156
ADCY9,HS3ST3B1,RBFOX3,SLF1,RDH8,ABCB9,FAM66D,AC012368.1,GPR39
CSRNP3,AC124319.1,MVB12B,ZCCHC2,SLC2A3,VAT1L,GTF2IRD2B,RPS21,NPDC1
PLA2R1,HSPA12A,PROM1,ZBTB10,GLB1L2,KIRREL1,TRIM71,TLE4,APOBEC3G
CLEC9A,FANCC,OTOP2,AL034427.1,AC130456.2,UPF2,NCAM2,FSIP1,SFRP4
FOXRED2,ZNF880,ADGRG6,CUL2,SOCS4,ARHGAP28,CAB39L,TDP2,LINC01558
AASS,BMS1P10,SLC2A4,AC093157.1,CYB561D1,BMS1P10,OGA,DTWD2,HAS1
FER,STS,ANKS1B,ZNF721,CD320,OSMR-AS1,LINC00520,FAM20C,LETM1
GABBR1,IL1R1,BMP5,ADAMTSL3,MRM1,SLC18A2,LINC00844,LYAR,PCNX1
PRICKLE2,TLE4,AC124319.1,CCL17,EXD3,FGF2,FGF2,LTBP2,POSTN
LDB3,CYP4B1,NLGN4X,PELI2,VPS54,NTN1,CDK15,EFEMP1,ST6GALNAC2
SHISA6,PPP1R16A,PRCP,KANK2,PROX1,SPINK2,TMEM161B-AS1,SLC4A7,TNIP3
PRUNE2,HSD11B2,SGCB,SUGP2,MMP7,DLEU2,REEP1,LINC01285,COL4A5
CLEC4O,RGS5,SOX7,NXN,AC073225.1,CCL23,CCR7,AC005041.5,ST6GALNAC5
RELN,PCDH17,LINC00205,PCSK7,MAPK8IP3,GALNT17,ANKRD20A5P,MFSD4B,SORCS1
PPP1R12C,RUNX1T1,SCML1,C12orf77,CENPO,STK10,VSTM5,ACOX2,NOS2
FBLN5,KIAA1755,HAS1,SKIL,AL035420.2,SORBS2,MHENCR,AC124016.1,RHOB
AC012123.1,PRELP,AC004585.1,AEBP2,ERP44,SYTL1,AL354718.3,SERTAD1,SLC15A4
SCRG1,KIAA1217,FAM214B,NSMCE1-DT,LINC01422,SORCS1,IL12RB2,CYB5R4,COMP
LPL,AL357060.1,ST6GALNAC2,AC105749.1,AC092666.1,PMEPA1,AC080038.1,LINC00992,ATP1A2
PCDH19,GPR132,COL4A5,RAD52,ANKRD36,MADCAM1,TRIM9,HEPACAM2,CCSER1
NOS2,LINC01088,ST6GALNAC5,SFI1,MIP,RNF217,AC092653.2,PPP1R12B,MMP16
HPGD,TACO1,NR4A1,AL353194.1,AC096733.2,MMP9,IL6ST,MAF,FBXO36
HDC,FOXRED2,SLC38A2,LINC00662,NKAIN3,SERP2,PCDH9,CYP2R1,INSC
LINC00844,EGFLAM,SORCS1,IRAK4,TRAIP,ANKRD13D,GRB14,AC007906.2,ABCC9
FAR2,SMIM31,S1PR1,FMO4,ESM1,FAM66D,GREB1L,C1QTNF2,TMEM17
ALDOB,PRIMA1,SYTL2,CUL9,AC109466.1,AP002852.1,ZDBF2,RPUSD2,AC005062.1
FLRT2,PCBP1-AS1,IQCE,IRS3P,ITGB3BP,TBC1D19,PLAC8,DHCR24,HMSD
COLEC11,SLF1,NIBAN1,ZNF518A,LETM1,SHC4,AURKB,COL16A1,DTL
PELI2,FAM13C,ADAMTSL3,CHODL,PGAM1P8,FOXRED2,PDE4D,PLAUR,LINC02541
PROM1,TNFAIP1,PDE5A,LINC01422,OGA,CSRNP2,COX4I2,WNT5B,NTN1
MYOM1,AC005392.3,ATP1A2,ALDH1A3,SOX2-OT,NKAIN3,ZNF678,RNFT2,ENG
MMRN1,ITGA9,TMEM71,PTPN4,GRASP,NR4A2,MEG8,ARRDC5,IL12RB2
IFT81,FOXA3,RGS5,SLC23A2,ZBTB37,MAN1A1,PLA2G6,CTSC,NINL
AC002070.1,SLC12A2,INSC,TBC1D19,FAR1,SOX7,KIRREL3,MMP7,PPP1R9A
SSUH2,PARPBP,ITGB8,DKK2,LNPEP,SETDB2,FLT1,AL132780.1,AHSA2P
RFTN2,CHD6,LIPG,ZNF680,EIF5B,CLEC9A,CATSPERB,ADGRB3,CDK9
ST6GALNAC5,PRELID2,FOXRED2,ENAH,ZUP1,STMN1,AC005062.1,GALNT17,RNFT2
CADM1,TC2N,AC005062.1,RUFY2,HEXD,MMP14,CDA,STAP2,TPD52
ABCB9,TIE1,CFDP1,CCL18,RFX3,CLEC4O,SLC35F1,PDE1A,LINC02595
RIPOR3,POGZ,LILRA5,SLC14A1,ZNF224,TRIM35,HNF4G,CASP9,SPARCL1
TRIM36,SH3D19,ADGRE5,GBP1,LINC02577,RELN,AQP8,OASL,DAB2
COMP,AC008549.2,NXN,ESR1,CCDC144CP,NBEA,AL138778.1,MMP3,MMRN1
IQGAP3,EGLN3,AC002377.1,ZNF284,GJA5,THADA,ITGB8,SPINK5,CFAP69
ABCC9,EPB41,CSNK1E,PCAT19,LAMA1,AC084026.2,ITPR1,ITPRID1,TFF1
ITPK1,RAB3GAP2,PRELID2,CMIP,FOXD2,PCDH19,FAM189A2,AC008549.2,NIBAN1
KIT,NARF,KCTD1,PARP11,MTMR4,NRG1,ZNF215,SLC22A5,TRIM36
PCSK2,WFDC1,CCR4,GBP2,ITPK1,TTYH1,TFAP2A,KIAA1755,SCD
ACSL3,NRXN1,CFAP69,ADAMTSL4-AS1,CREM,GUCY1A2,RPUSD2,ATOH1,CADM1
CADM2,CHL1,OTUD7B,MTMR4,BCOR,SLC9A3R2,MIR155HG,STYK1,FGF2
DMPK,UTRN,PIGZ,COMP,WDR91,ADAMTS9,AOC1,AP000253.1,NPRL3
SLC1A1,PCAT19,TAFA5,MUSK,THADA,CNTNAP3B,INHBA,AP000769.1,ANKS1B
SLC15A4,AASS,DMPK,ADAMTS9,MAF,FLRT2,FEZ1,AURKA,DYNC1I1
WT1,SLC38A2,GSKIP,PTH1R,B3GNTL1,SYNPO2,SNHG14,LZTS1,LINC01638
BCO2,KDM3A,FGF2,GRN,COX10-AS1,DYNC2H1,STK33,STK33,MMP3
CACNB3,VSIG2,PARD6G,USP32,ICA1L,BTBD11,PCSK5,B3GNTL1,AL603756.1
PON2,GDF15,MARVELD2,TMIGD1,SERTAD1,TRERF1,ZNF224,LINC01145,BTBD9
CASP10,MYLK,ABCA2,SLC38A2,FZD3,TLE4,AC104389.4,ZNF558,AP001347.1
HIF3A,TNS2,DYNC1I1,OASL,MGAT4C,LINC01145,AC124016.1,ZC3HAV1,ABCC13
NEURL1,TNS1,ANO1,SERPING1,MAP3K19,LINC01697,SPDEF,HTRA3,LRRC69
PLEKHA5,CEACAM7,RPS6KA3,NRG1,LINC02328,PTPN13,OFD1,KIF5A,DCN
NRG1,PDHX,FSIP1,ADCY9,AMY2B,AF127936.2,FZD3,ADAMTSL5,SPON2
MRAP2,CP,AL139383.1,IL21,NEIL1,AL353194.1,CCDC18-AS1,NLGN4X,RAB26
BMX,LPAR1,SYT13,BLOC1S2,AFG1L,CPE,AC073475.1,BMP4,CCL22
GRAMD4,RBP7,ANKS1A,ABCA5,PPP1R16A,HSPA12A,AP002852.1,KIF11,RNF150
OTOP2,CDKN1A,CD1E,CDKN1A,RPS25,CDH2,AAK1,CUX2,PRF1
LIPG,FRMD6,PCDH7,AC009554.1,AL138778.1,MMP3,ADGRF5,COL12A1,AC124319.1
CCSER1,TMEM161B-AS1,NCAM1,ZNF445,OSGEPL1-AS1,FKBP5,TRA2A,COLEC11,AL132780.1
MAP3K8,AC091271.1,HAND2-AS1,RBM33,LINC01285,PDZD2,PROM1,CA2,WNT10B
LINC02541,CDHR5,DTNA,ABCB9,TAZ,AC002070.1,TANC1,SFRP1,CRIM1
CDK14,HMCES,GTSCR1,RAB12,B2M,EHBP1,AP3M2,BMPR1B,AC104170.1
XKR4,MIR100HG,CBX6,WNT10B,CCDC144B,MALAT1,AC078785.1,ENPP3,RFTN2
ST6GALNAC2,PIGZ,WNT10B,ZNF678,OGT,RAB11FIP2,FAM178B,LIN7A,CNTNAP3B
AC105942.1,BAP1,KIRREL1,PODXL,PRDM10,STARD7-AS1,ENDOD1,PHLDA1,RAD18
STOM,NR4A1,IL18RAP,VAT1L,ZNF81,RASGEF1B,AC005618.4,TYMS,NRXN3
TFAP2A,RALGDS,PTPN13,FAM13A,SHISA9,RTKN2,MS4A2,SLC7A2,FAM83E
ATP1A2,SLC2A6,INPP4A,ARHGAP28,CADM1,RHEX,DLG2,ABCB9,COLGALT2
WNT10B,PCGF1,CNTNAP3B,PRPF8,SHANK2,PRKCQ,FHDC1,AC009951.3,CLDN4
DGKG,COX4I2,ANO9,DAPK2,MSL2,PCSK2,ZNF536,AC002377.1,GJA5
CCL26,MATK,NRXN3,NIBAN1,PTGDR,BLOC1S2,ENPP3,LINC02595,PLB1
LINC00520,KIF11,PBX4,SLC9A3R2,COCH,AP001347.1,LEF1-AS1,AL138778.1,MYOM1
JPH2,RERGL,FAM83E,CLIP4,AL353194.1,EGFL6,ANKRD36,PTGIS,SVEP1
PLEKHA7,NPLOC4,COLGALT2,CASP10,AL139383.1,ERN1,RGS5,AC139887.2,PCOLCE
MASP1,TOP2A,RALGDS,STK33,C19orf25,HMGB2,MUSK,PLXDC1,CD320
BTNL9,THADA,GFPT2,HIPK1-AS1,AC009967.1,JPH2,PTH1R,AC092653.2,PPP2R3A
LINC01638,NUP210,MAP4,ZNF826P,RALGAPB,AC092164.1,SLC25A45,MFSD2A,NRG1
CPEB3,TNFAIP2,FURIN,HIF3A,GLMN,CHD6,CDH13,IL18R1,LINC00598
APOBEC3A,MIR99AHG,COX4I2,CHD6,PCNX1,NBPF9,TSPAN9,PRELID2,ICOS
AC005062.1,CCR4,DMXL2,LINC00926,TLE3,SLC15A4,AKNA,PGAM1P8,PRDM5
BEST4,SEMA4D,SORBS1,KIRREL1,GREB1L,COLEC11,CFL2,AF127936.2,FBLN5
GDA,TAZ,PRRX2,DNASE1L3,KIT,DTNA,C12orf77,FOXRED2,SLC1A1
ARL4A,AC245297.3,FTH1,CCL22,LINC01572,RADIL,DES,ING5,LINC01843
LINC01843,SCN7A,SVEP1,MADCAM1,ATP1B1,LIMCH1,GGT5,CLEC12A,DLG2
CNKSR3,HMGN5,NRG1,NIPAL3,CPD,LINC00844,CRIPT,SMCHD1,LINC01871
SLC7A2,SLC15A4,PLAGL1,RBPMS,CHRNA7,HMCES,COMP,ADAM19,GBP1
GJA5,SPINK5,SLC12A2,JAG1,FSIP1,COL5A3,PIGZ,GNLY,HSPG2
COL28A1,ATP2B4,STMN2,EGFL6,GRB14,NRXN3,AP001347.1,RAB26,ADAMTSL5
FHDC1,SORBS2,PRDM5,AL356534.1,AC005041.5,IL21,AC138409.2,CCDC144CP,ZNF721
RHEX,SMCHD1,SCGB2A1,HEPACAM2,HELQ,PRELP,MYC,SLC15A4,SERPING1
INSC,DUSP16,LINC01843,ZNF346,AC007613.1,UBE2Q2P1,RELN,AC188616.1,COL21A1
SLC38A2,AP3B1,EPHA1-AS1,MALL,AC009554.1,PCDH9,AC130456.2,SMIM14,FLT4
VCAM1,MLXIP,COL21A1,CRIPT,ADAMTSL4-AS1,DNASE1L3,SLC1A1,NKX2-2,GPNMB
ENDOD1,MAMDC2,SLC26A11,SWSAP1,NAA40,SDK2,NUP210,LPIN1,SLC7A2
SLC2A6,VWA5A,FLT4,MTMR3,SLC47A2,ITGA1,FGFR1,CGA,AC009570.2
SOX6,USHBP1,CNKSR3,ERRFI1,AL355355.1,FHOD3,H2BC15,HSD17B2,AMY2B
SLC2A4,RASGEF1B,SELP,ITPRIPL1,HTR4,AL162151.1,VAT1L,GLB1L2,ABCA3
FAM13A,JAG1,EDNRA,PRRX2,MVB12B,FNDC1,DLL1,POU2F3,GHR
SVEP1,NRDE2,LILRB4,OFD1,AC073475.1,ERP44,PPP1R12B,SAMHD1,PDZD2
CDC20,CA2,SLC7A2,ANPEP,PANK3,NRXN1,ARHGAP28,TST,TAFA5
BMP5,GULP1,UBE2Q2P1,TPM1,AL355075.4,MMRN1,OSMR-AS1,PFKFB3,LAMA1
NLGN4X,PATL2,STMN3,ZNF141,AC083862.3,ACTB,EHBP1,AL035420.2,RGCC
